,Flight (Callsign),Flight ID,ICAO Code,A/C Type,ICAO 24,ICAO Aircraft Type,Propulsion Type,Number of Engines,MALW [kg],ICAO Weight Turbulence Category,Speed at TH [kt],Geoaltitude at TH [ft],Specific Energy [J/kg],Energy at MALW [MJ],Time at TH,Time of Go-around,Hour sin,Hour cos,Minute sin,Minute cos,Day of week sin,Day of week cos,Month sin,Month cos,Day/Night,Time from Previous Landing [s],Temperature [°C],Wind speed [kt],Wind direction [°],Wind direction sin,Wind direction cos,No Wind,Wind Variable,Headwind [kt],Crosswind [kt],Visibility Category,Precipitation [mm],Meteo idx,Precipitation idx,Arrival Traffic Intensity,Arrival Traffic Intensity with go-arounds,Emergency,Previous Flight,ROT Previous Flight [s],Average ROT Previous 5 Flight [s],Average ROT Previous Flight (Intensity) [s],ROT Previous Flight same A/C Type [s],Average ROT Previous 5 Flights same A/C Type [s],Average ROT Previous Flight same A/C Type Total [s],Not Vacated,Short ROT,ROT [s]
988,SWR890M,SWR890M_24021,SWR,E190,4b19f5,L2J,Jet,2.0,43000.0,Medium,143.0,1600.0,3253,139.879,2024-07-06 14:41:36+00:00,,0.2500000000000001,0.06698729810778059,0.04322727117869973,0.29663167846209954,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,111.0,19.0,4.0,230.0,0.11697777844051105,0.17860619515673026,False,False,-0.19,4.0,10,3.5,272.0,158.0,5,5,False,SWR3QB_13904,50.0,56.0,56.0,47.0,54.4,53.72093023255814,False,False,51.0
989,GSW1PM,GSW1PM_22357,GSW,A320,4b193a,L2J,Jet,2.0,66000.0,Medium,135.0,1625.0,3034,200.244,2024-07-06 14:43:24+00:00,,0.2500000000000001,0.06698729810778059,0.010926199633097211,0.3960441545911201,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,108.0,19.0,4.0,230.0,0.11697777844051105,0.17860619515673026,False,False,-0.19,4.0,10,3.5,272.0,158.0,5,5,False,SWR890M_24021,51.0,54.8,54.8,57.0,54.2,53.63111111111111,False,False,54.0
990,SWR9MT,SWR9MT_28715,SWR,BCS3,502ce7,L2J,Jet,2.0,60600.0,Medium,144.0,1625.0,3366,203.9796,2024-07-06 14:44:47+00:00,,0.2500000000000001,0.06698729810778059,0.002739052315863355,0.4477357683661729,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,83.0,19.0,4.0,230.0,0.11697777844051105,0.17860619515673026,False,False,-0.19,4.0,10,3.5,272.0,158.0,6,6,False,GSW1PM_22357,54.0,53.4,54.666666666666664,55.0,55.2,53.61832061068702,False,False,49.0
991,KMM490,KMM490_27825,KMM,A20N,4d24de,L2J,Jet,2.0,67400.0,Medium,138.0,1625.0,3142,211.7708,2024-07-06 14:46:10+00:00,,0.2500000000000001,0.06698729810778059,0.0027390523158632996,0.5522642316338265,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,83.0,19.0,4.0,230.0,0.11697777844051105,0.17860619515673026,False,False,-0.19,4.0,10,3.5,272.0,158.0,7,7,False,SWR9MT_28715,49.0,52.0,53.857142857142854,50.0,50.8,54.044444444444444,False,False,50.0
992,SWR4MY,SWR4MY_10804,SWR,E295,4b0295,L2J,Jet,2.0,54000.0,Medium,142.0,1600.0,3215,173.61,2024-07-06 14:47:31+00:00,,0.2500000000000001,0.06698729810778059,0.010926199633097211,0.6039558454088797,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,81.0,19.0,4.0,230.0,0.11697777844051105,0.17860619515673026,False,False,-0.19,4.0,10,3.5,272.0,158.0,7,7,False,KMM490_27825,50.0,50.8,52.285714285714285,59.0,53.6,53.588235294117645,False,False,50.0
993,SWR9LZ,SWR9LZ_11718,SWR,A320,4b1612,L2J,Jet,2.0,66000.0,Medium,143.0,1650.0,3403,224.598,2024-07-06 14:50:16+00:00,,0.2500000000000001,0.06698729810778059,0.0669872981077807,0.75,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,165.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,3.5,273.0,158.0,7,7,False,SWR4MY_10804,50.0,50.8,51.42857142857143,54.0,53.4,53.63274336283186,False,False,54.0
994,SWR8YT,SWR8YT_28781,SWR,BCS3,502d0c,L2J,Jet,2.0,60600.0,Medium,138.0,1625.0,3142,190.4052,2024-07-06 14:51:56+00:00,,0.2500000000000001,0.06698729810778059,0.09549150281252622,0.7938926261462365,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,100.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,3.5,273.0,158.0,8,8,False,SWR9LZ_11718,54.0,51.4,51.75,49.0,55.4,53.583333333333336,False,False,52.0
995,SWR4GV,SWR4GV_14848,SWR,BCS1,4b17de,L2J,Jet,2.0,54200.0,Medium,134.0,1600.0,2923,158.4266,2024-07-06 14:53:31+00:00,,0.2500000000000001,0.06698729810778059,0.16543469682057094,0.8715724127386971,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,95.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,3.5,273.0,158.0,8,8,False,SWR8YT_28781,52.0,51.0,51.25,56.0,53.4,55.214285714285715,False,False,52.0
996,SWR2AQ,SWR2AQ_10595,SWR,E295,4b0294,L2J,Jet,2.0,54000.0,Medium,136.0,1600.0,2995,161.73,2024-07-06 14:55:07+00:00,,0.2500000000000001,0.06698729810778059,0.25000000000000017,0.9330127018922194,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,96.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,3.5,273.0,158.0,8,8,False,SWR4GV_14848,52.0,51.6,51.5,50.0,52.2,53.388888888888886,False,False,52.0
997,SWR868L,SWR868L_29028,SWR,BCS3,502d10,L2J,Jet,2.0,60600.0,Medium,139.0,1625.0,3179,192.6474,2024-07-06 14:56:20+00:00,,0.2500000000000001,0.06698729810778059,0.2966316784620999,0.9567727288213005,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,73.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,3.5,273.0,158.0,9,9,False,SWR2AQ_10595,52.0,52.0,51.55555555555556,52.0,55.0,53.57142857142857,False,False,53.0
998,SWR6LY,SWR6LY_30084,SWR,BCS3,502d88,L2J,Jet,2.0,60600.0,Medium,143.0,1625.0,3328,201.6768,2024-07-06 14:57:35+00:00,,0.2500000000000001,0.06698729810778059,0.34549150281252616,0.9755282581475768,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,75.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,3.5,273.0,158.0,9,9,False,SWR868L_29028,53.0,52.6,51.77777777777778,53.0,53.4,53.56716417910448,False,False,52.0
999,SWR7AT,SWR7AT_15475,SWR,BCS1,4b17e1,L2J,Jet,2.0,54200.0,Medium,138.0,1600.0,3067,166.2314,2024-07-06 14:59:30+00:00,,0.2500000000000001,0.06698729810778059,0.4477357683661733,0.9972609476841366,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,115.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,3.5,273.0,158.0,9,9,False,SWR6LY_30084,52.0,52.2,51.55555555555556,52.0,53.6,55.13953488372093,False,False,52.0
1000,SWR3TL,SWR3TL_23731,SWR,E190,4b19f4,L2J,Jet,2.0,43000.0,Medium,142.0,1625.0,3290,141.47,2024-07-06 15:01:00+00:00,,0.14644660940672644,0.14644660940672605,0.5522642316338268,0.9972609476841366,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,90.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,0.5,273.0,159.0,9,9,False,SWR7AT_15475,52.0,52.2,51.888888888888886,51.0,52.0,53.65909090909091,False,False,49.0
1001,SAZ73,SAZ73_24597,SAZ,CL60,4b1a02,L2J,Jet,2.0,17236.0,Medium,123.0,1600.0,2549,43.934564,2024-07-06 15:02:41+00:00,,0.14644660940672644,0.14644660940672605,0.6039558454088797,0.9890738003669028,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,101.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,0.5,273.0,159.0,8,8,False,SWR3TL_23731,49.0,51.6,52.0,56.0,61.2,63.0,False,False,58.0
1002,SWR8CA,SWR8CA_17450,SWR,BCS3,4b1801,L2J,Jet,2.0,60600.0,Medium,140.0,1625.0,3216,194.8896,2024-07-06 15:04:04+00:00,,0.14644660940672644,0.14644660940672605,0.7033683215379001,0.9567727288213004,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,83.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,0.5,273.0,159.0,9,9,False,SAZ73_24597,58.0,52.8,52.666666666666664,52.0,52.2,53.55555555555556,False,False,51.0
1003,SWR358H,SWR358H_10153,SWR,E290,4b0291,L2J,Jet,2.0,49050.0,Medium,138.0,1625.0,3142,154.1151,2024-07-06 15:05:38+00:00,,0.14644660940672644,0.14644660940672605,0.75,0.9330127018922194,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,94.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,0.5,273.0,159.0,9,9,False,SWR8CA_17450,51.0,52.4,52.333333333333336,61.0,54.2,52.0,False,False,52.0
1004,SWR109A,SWR109A_13807,SWR,A320,4b1620,L2J,Jet,2.0,66000.0,Medium,145.0,1650.0,3479,229.614,2024-07-06 15:07:03+00:00,,0.14644660940672644,0.14644660940672605,0.8345653031794291,0.8715724127386971,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,85.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,0.5,273.0,159.0,9,9,False,SWR358H_10153,52.0,52.4,52.333333333333336,54.0,53.4,53.63436123348018,False,False,50.0
1005,SWR175D,SWR175D_17947,SWR,BCS3,4b1808,L2J,Jet,2.0,60600.0,Medium,139.0,1600.0,3104,188.1024,2024-07-06 15:08:43+00:00,,0.14644660940672644,0.14644660940672605,0.871572412738697,0.8345653031794291,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,100.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,0.5,273.0,159.0,9,9,False,SWR109A_13807,50.0,52.0,52.111111111111114,51.0,51.4,53.536764705882355,False,False,52.0
1006,SWR296W,SWR296W_23386,SWR,E190,4b19f2,L2J,Jet,2.0,43000.0,Medium,141.0,1600.0,3178,136.654,2024-07-06 15:10:11+00:00,,0.14644660940672644,0.14644660940672605,0.9330127018922193,0.75,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,88.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,0.5,273.0,159.0,9,9,False,SWR175D_17947,52.0,52.6,52.111111111111114,49.0,50.8,53.55555555555556,False,False,51.0
1007,SWR1TC,SWR1TC_12133,SWR,A320,4b1615,L2J,Jet,2.0,66000.0,Medium,145.0,1625.0,3404,224.664,2024-07-06 15:11:26+00:00,,0.14644660940672644,0.14644660940672605,0.9567727288213004,0.7033683215379002,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,75.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,0.5,273.0,159.0,9,9,False,SWR296W_23386,51.0,51.2,51.888888888888886,50.0,53.0,53.52422907488987,False,False,54.0
1008,KAL917,KAL917_30424,Unknown,B77W,71c274,L2J,Jet,2.0,251290.0,Heavy,154.0,1650.0,3835,963.69715,2024-07-06 15:15:18+00:00,,0.14644660940672644,0.14644660940672605,1.0,0.5000000000000001,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,232.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,0.5,273.0,159.0,8,8,False,SWR1TC_12133,54.0,51.8,52.125,59.0,60.0,57.6875,False,False,58.0
1009,SWR8DZ,SWR8DZ_10113,SWR,E290,4b0290,L2J,Jet,2.0,49050.0,Medium,139.0,1600.0,3104,152.2512,2024-07-06 15:17:44+00:00,,0.14644660940672644,0.14644660940672605,0.9890738003669028,0.3960441545911203,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,146.0,19.0,5.0,200.0,0.32898992833716567,0.030153689607045786,False,False,2.29,4.45,10,0.5,273.0,159.0,7,7,False,KAL917_30424,58.0,53.0,52.57142857142857,52.0,53.8,52.0,False,False,86.0
1010,SWR2DH,SWR2DH_24287,SWR,E190,4b19fe,L2J,Jet,2.0,43000.0,Medium,149.0,1600.0,3485,149.855,2024-07-06 15:23:52+00:00,,0.14644660940672644,0.14644660940672605,0.8345653031794291,0.12842758726130293,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,368.0,20.0,4.0,190.0,0.41317591116653474,0.00759612349389599,False,False,2.42,3.18,10,0.5,274.0,159.0,4,4,False,SWR8DZ_10113,86.0,60.2,62.25,51.0,48.8,53.5,False,False,43.0
1011,SWR2PA,SWR2PA_28449,SWR,BCS3,502ccf,L2J,Jet,2.0,60600.0,Medium,146.0,1625.0,3443,208.6458,2024-07-06 15:25:44+00:00,,0.14644660940672644,0.14644660940672605,0.75,0.06698729810778065,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,112.0,20.0,4.0,190.0,0.41317591116653474,0.00759612349389599,False,False,2.42,3.18,10,0.5,274.0,159.0,4,4,False,SWR2DH_24287,43.0,58.4,60.25,52.0,52.0,53.52554744525548,False,False,57.0
1012,CAZ402,CAZ402_11074,CAZ,F2TH,4b15ca,L2J,Jet,2.0,17826.0,Medium,117.0,1625.0,2433,43.370658,2024-07-06 15:27:42+00:00,,0.14644660940672644,0.14644660940672605,0.6545084971874737,0.024471741852423234,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,118.0,20.0,4.0,190.0,0.41317591116653474,0.00759612349389599,False,False,2.42,3.18,10,0.5,274.0,159.0,4,4,False,SWR2PA_28449,57.0,59.6,61.0,67.0,61.0,61.0,False,False,54.0
1013,SWR4AK,SWR4AK_16910,SWR,BCS3,4b17fd,L2J,Jet,2.0,60600.0,Medium,145.0,1625.0,3404,206.2824,2024-07-06 15:35:02+00:00,,0.14644660940672644,0.14644660940672605,0.2500000000000001,0.06698729810778059,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,440.0,20.0,4.0,190.0,0.41317591116653474,0.00759612349389599,False,False,2.42,3.18,10,0.5,274.0,159.0,3,3,False,CAZ402_11074,54.0,59.6,51.333333333333336,57.0,53.0,53.55072463768116,False,False,48.0
1014,SWR815F,SWR815F_17655,SWR,BCS3,4b1803,L2J,Jet,2.0,60600.0,Medium,143.0,1625.0,3328,201.6768,2024-07-06 15:36:38+00:00,,0.14644660940672644,0.14644660940672605,0.2061073738537635,0.09549150281252627,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,96.0,20.0,4.0,190.0,0.41317591116653474,0.00759612349389599,False,False,2.42,3.18,10,0.5,274.0,159.0,4,4,False,SWR4AK_16910,48.0,57.6,50.5,48.0,52.0,53.510791366906474,False,False,48.0
1015,SWR7VK,SWR7VK_13329,SWR,A320,4b161b,L2J,Jet,2.0,66000.0,Medium,149.0,1625.0,3560,234.96,2024-07-06 15:38:22+00:00,,0.14644660940672644,0.14644660940672605,0.128427587261303,0.16543469682057077,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,104.0,20.0,4.0,190.0,0.41317591116653474,0.00759612349389599,False,False,2.42,3.18,10,0.5,274.0,159.0,5,5,False,SWR815F_17655,48.0,50.0,50.0,54.0,53.8,53.620087336244545,False,False,53.0
1016,TAP932,TAP932_9002,TAP,A21N,49514e,L2J,Jet,2.0,79200.0,Medium,137.0,1625.0,3106,245.9952,2024-07-06 15:40:22+00:00,,0.14644660940672644,0.14644660940672605,0.06698729810778076,0.24999999999999978,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,120.0,20.0,4.0,190.0,0.41317591116653474,0.00759612349389599,False,False,2.42,3.18,10,0.5,274.0,159.0,5,5,False,SWR7VK_13329,53.0,52.0,52.0,55.0,54.6,56.63157894736842,False,False,55.0
1017,EDW277,EDW277_13401,EDW,A320,4b161e,L2J,Jet,2.0,66000.0,Medium,136.0,1625.0,3069,202.554,2024-07-06 15:42:31+00:00,,0.14644660940672644,0.14644660940672605,0.024471741852423234,0.3454915028125262,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,129.0,20.0,4.0,190.0,0.41317591116653474,0.00759612349389599,False,False,2.42,3.18,10,0.5,274.0,159.0,5,5,False,TAP932_9002,55.0,51.6,51.6,53.0,53.0,53.61739130434783,False,False,61.0
1018,MSC2922,MSC2922_051,MSC,A20N,01022e,L2J,Jet,2.0,67400.0,Medium,122.0,1625.0,2591,174.6334,2024-07-06 15:47:22+00:00,,0.14644660940672644,0.14644660940672605,0.010926199633097211,0.6039558454088797,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,291.0,20.0,4.0,190.0,0.41317591116653474,0.00759612349389599,False,False,2.42,3.18,10,0.5,274.0,159.0,5,5,False,EDW277_13401,61.0,53.0,53.0,50.0,52.2,53.95652173913044,False,False,64.0
1019,SWR2SE,SWR2SE_29857,SWR,BCS3,502d7d,L2J,Jet,2.0,60600.0,Medium,142.0,1625.0,3290,199.374,2024-07-06 15:48:51+00:00,,0.14644660940672644,0.14644660940672605,0.02447174185242318,0.6545084971874736,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,89.0,20.0,4.0,190.0,0.41317591116653474,0.00759612349389599,False,False,2.42,3.18,10,0.5,274.0,159.0,6,6,False,MSC2922_051,64.0,56.2,54.833333333333336,48.0,51.2,53.47142857142857,False,False,55.0
1020,AEE448,AEE448_7464,AEE,A320,4692d4,L2J,Jet,2.0,66000.0,Medium,135.0,1650.0,3108,205.128,2024-07-06 15:51:22+00:00,,0.14644660940672644,0.14644660940672605,0.09549150281252622,0.7938926261462365,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,151.0,19.0,5.0,210.0,0.24999999999999994,0.0669872981077807,False,False,1.48,4.78,10,0.5,275.0,159.0,6,6,False,SWR2SE_29857,55.0,57.6,56.0,61.0,54.4,53.64935064935065,False,False,53.0
1021,AEA91MP,AEA91MP_1211,AEA,B738,347309,L2J,Jet,2.0,66349.0,Medium,150.0,1625.0,3599,238.790051,2024-07-06 15:53:15+00:00,,0.14644660940672644,0.14644660940672605,0.16543469682057094,0.8715724127386971,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,113.0,19.0,5.0,210.0,0.24999999999999994,0.0669872981077807,False,False,1.48,4.78,10,0.5,275.0,159.0,6,6,False,AEE448_7464,53.0,57.6,56.833333333333336,53.0,52.2,54.42857142857143,False,False,51.0
1022,SXS9UC,SXS9UC_25906,SXS,B738,4bccb0,L2J,Jet,2.0,66349.0,Medium,156.0,1625.0,3842,254.912858,2024-07-06 17:00:52+00:00,,0.017037086855465844,0.3705904774487397,0.5,1.0,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,4057.0,17.0,7.0,290.0,0.03015368960704584,0.6710100716628344,False,False,-6.22,3.2,4,0.2,277.0,161.0,0,0,False,AEA91MP_1211,51.0,56.8,55.23287671232877,51.0,51.0,54.310344827586206,False,False,60.0
1023,BTI9AG,BTI9AG_28563,BTI,BCS3,502ce6,L2J,Jet,2.0,60600.0,Medium,154.0,1600.0,3685,223.311,2024-07-06 17:02:26+00:00,,0.017037086855465844,0.3705904774487397,0.6039558454088797,0.9890738003669028,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,94.0,17.0,7.0,290.0,0.03015368960704584,0.6710100716628344,False,False,-6.22,3.2,4,0.2,277.0,161.0,1,1,False,SXS9UC_25906,60.0,56.6,60.0,55.0,52.0,53.4822695035461,False,False,49.0
1024,SWR589X,SWR589X_19027,SWR,A20N,4b1818,L2J,Jet,2.0,67400.0,Medium,156.0,1625.0,3842,258.9508,2024-07-06 17:03:53+00:00,,0.017037086855465844,0.3705904774487397,0.6545084971874737,0.9755282581475768,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,87.0,17.0,7.0,290.0,0.03015368960704584,0.6710100716628344,False,False,-6.22,3.2,4,0.2,277.0,161.0,2,2,False,BTI9AG_28563,49.0,53.6,54.5,64.0,52.6,54.170212765957444,False,False,49.0
1025,IBE34TZ,IBE34TZ_639,IBE,A319,34260e,L2J,Jet,2.0,61000.0,Medium,151.0,1625.0,3639,221.979,2024-07-06 17:05:50+00:00,,0.017037086855465844,0.3705904774487397,0.75,0.9330127018922194,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,117.0,17.0,7.0,290.0,0.03015368960704584,0.6710100716628344,False,False,-6.22,3.2,4,0.2,277.0,161.0,3,3,False,SWR589X_19027,49.0,52.4,52.666666666666664,54.0,55.2,56.7037037037037,False,False,60.0
1026,ESW085,ESW085_30358,Unknown,GLF5,600bca,L2J,Jet,2.0,34155.0,Medium,139.0,1600.0,3104,106.01712,2024-07-06 17:07:49+00:00,,0.017037086855465844,0.3705904774487397,0.8345653031794291,0.8715724127386971,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,119.0,17.0,7.0,290.0,0.03015368960704584,0.6710100716628344,False,False,-6.22,3.2,4,0.2,277.0,161.0,4,4,False,IBE34TZ_639,60.0,53.8,54.5,56.0,56.0,56.0,False,False,69.0
1027,ITY574,ITY574_26946,ITY,A20N,4cadaa,L2J,Jet,2.0,67400.0,Medium,144.0,1600.0,3291,221.8134,2024-07-06 17:09:14+00:00,,0.017037086855465844,0.3705904774487397,0.9045084971874737,0.7938926261462366,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,85.0,17.0,7.0,290.0,0.03015368960704584,0.6710100716628344,False,False,-6.22,3.2,4,0.2,277.0,161.0,5,5,False,ESW085_30358,69.0,57.4,57.4,49.0,54.4,54.0625,False,False,54.0
1028,CAI15VM,CAI15VM_30187,Unknown,A320,503e61,L2J,Jet,2.0,66000.0,Medium,145.0,1650.0,3479,229.614,2024-07-06 17:11:06+00:00,,0.017037086855465844,0.3705904774487397,0.9567727288213004,0.7033683215379002,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,112.0,17.0,7.0,290.0,0.03015368960704584,0.6710100716628344,False,False,-6.22,3.2,4,0.2,277.0,161.0,6,6,False,ITY574_26946,54.0,56.2,56.833333333333336,53.0,54.2,53.64655172413793,False,False,60.0
1029,EDW32J,EDW32J_20958,EDW,A320,4b18f4,L2J,Jet,2.0,66000.0,Medium,140.0,1625.0,3216,212.256,2024-07-06 17:12:51+00:00,,0.017037086855465844,0.3705904774487397,0.9755282581475768,0.6545084971874737,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,105.0,17.0,7.0,290.0,0.03015368960704584,0.6710100716628344,False,False,-6.22,3.2,4,0.2,277.0,161.0,7,7,False,CAI15VM_30187,60.0,58.4,57.285714285714285,60.0,56.2,53.67381974248927,False,False,51.0
1030,EDW56Z,EDW56Z_20094,EDW,A320,4b18b9,L2J,Jet,2.0,66000.0,Medium,142.0,1600.0,3215,212.19,2024-07-06 17:14:43+00:00,,0.017037086855465844,0.3705904774487397,0.9972609476841366,0.5522642316338268,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,112.0,17.0,7.0,290.0,0.03015368960704584,0.6710100716628344,False,False,-6.22,3.2,4,0.2,277.0,161.0,8,8,False,EDW32J_20958,51.0,58.8,56.5,51.0,55.6,53.662393162393165,False,False,52.0
1031,CYP35Z,CYP35Z_26484,Unknown,BCS3,4c8097,L2J,Jet,2.0,60600.0,Medium,137.0,1600.0,3031,183.6786,2024-07-06 17:16:44+00:00,,0.017037086855465844,0.3705904774487397,0.9972609476841368,0.44773576836617335,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,121.0,17.0,7.0,290.0,0.03015368960704584,0.6710100716628344,False,False,-6.22,3.2,4,0.2,277.0,161.0,8,8,False,EDW56Z_20094,52.0,57.2,55.5,49.0,51.4,53.45070422535211,False,False,60.0
1032,LOT2AX,LOT2AX_8307,LOT,E195,48ada7,L2J,Jet,2.0,45800.0,Medium,149.0,1625.0,3560,163.048,2024-07-06 17:18:39+00:00,,0.017037086855465844,0.3705904774487397,0.9755282581475768,0.34549150281252633,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,115.0,17.0,7.0,290.0,0.03015368960704584,0.6710100716628344,False,False,-6.22,3.2,4,0.2,277.0,161.0,8,8,False,CYP35Z_26484,60.0,55.4,56.875,49.0,51.0,51.0,False,False,50.0
1033,SWR181,SWR181_22174,SWR,B77W,4b1921,L2J,Jet,2.0,251290.0,Heavy,159.0,1640.0,4012,1008.17548,2024-07-06 17:21:17+00:00,,0.017037086855465844,0.3705904774487397,0.9045084971874737,0.2061073738537635,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,158.0,17.0,1.0,,0.0,0.0,False,True,,,7,0.2,278.0,161.0,7,7,False,LOT2AX_8307,50.0,54.6,56.57142857142857,58.0,59.6,57.696969696969695,False,False,59.0
1034,FIN5DL,FIN5DL_7239,FIN,A321,461f9a,L2J,Jet,2.0,77800.0,Medium,151.0,1641.6666666666667,3689,287.0042,2024-07-06 17:23:50+00:00,,0.017037086855465844,0.3705904774487397,0.8345653031794291,0.12842758726130293,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,153.0,17.0,1.0,,0.0,0.0,False,True,,,7,0.2,278.0,161.0,7,7,False,SWR181_22174,59.0,54.4,55.142857142857146,50.0,50.0,53.16923076923077,False,False,59.0
1035,CTN6CH,CTN6CH_28135,CTN,DH8D,501dc4,L2T,Turboprop,2.0,28009.0,Medium,151.0,1600.0,3564,99.824076,2024-07-06 17:25:54+00:00,,0.017037086855465844,0.3705904774487397,0.75,0.06698729810778065,0.01253604390908819,0.3887395330218427,0.2500000000000001,0.06698729810778059,Day,124.0,17.0,1.0,,0.0,0.0,False,True,,,7,0.2,278.0,161.0,7,7,False,FIN5DL_7239,59.0,56.0,55.857142857142854,52.0,54.0,54.22222222222222,False,False,49.0
